Unnamed: 0,Name,Platform,Year_of_Release,Variable,Value
217577,Sniper Elite V2,X360,2012.0,User_Count,131.0
217578,Sniper Elite V2,WiiU,2013.0,User_Count,30.0
217579,Stronghold 3,PC,2011.0,User_Count,350.0
217580,Mass Effect 2,X360,2010.0,User_Count,3143.0
217581,Mass Effect 2,PS3,2011.0,User_Count,1081.0
217582,Mass Effect 2,PC,2010.0,User_Count,3559.0
217583,Borderlands,X360,2009.0,User_Count,715.0
217584,Borderlands,PS3,2009.0,User_Count,427.0
217585,Borderlands,PC,2009.0,User_Count,1363.0
217586,EVE Online,PC,2003.0,User_Count,280.0
217587,DC Universe Online,PS3,2011.0,User_Count,139.0
217588,DC Universe Online,PC,2011.0,User_Count,243.0
217589,RIFT,PC,2011.0,User_Count,561.0
217590,Darksiders II,PS3,2012.0,User_Count,422.0
217591,Darksiders II,X360,2012.0,User_Count,456.0
217593,Darksiders II,PC,2012.0,User_Count,653.0
217594,Darksiders II,WiiU,2012.0,User_Count,153.0
217596,Anno 2070,PC,2011.0,User_Count,493.0
217597,Chessmaster,PS2,2003.0,User_Count,13.0
217598,Chessmaster,XB,2004.0,User_Count,6.0
217601,Trapped Dead,PC,2011.0,User_Count,57.0
217602,Torchlight,PC,2009.0,User_Count,794.0
217603,Titan Quest,PC,2006.0,User_Count,387.0
217604,Duke Nukem Forever,X360,2011.0,User_Count,456.0
217605,Duke Nukem Forever,PS3,2011.0,User_Count,278.0
217606,Duke Nukem Forever,PC,2011.0,User_Count,1183.0
217607,Company of Heroes 2,PC,2013.0,User_Count,6157.0
217608,Battlefield 2,PC,2005.0,User_Count,837.0
217609,Men of War,PC,2009.0,User_Count,136.0
217610,Full Spectrum Warrior,XB,2004.0,User_Count,27.0
217611,Full Spectrum Warrior,PS2,2005.0,User_Count,13.0
217612,DiRT Rally,PS4,2016.0,User_Count,196.0
217613,DiRT Rally,XOne,2016.0,User_Count,60.0
217614,DiRT Rally,PC,2016.0,User_Count,288.0
217615,Defiance,X360,2013.0,User_Count,249.0
217616,Defiance,PS3,2013.0,User_Count,145.0
217617,Defiance,PC,2013.0,User_Count,661.0
217618,Tropico 5,PS4,2015.0,User_Count,110.0
217619,Tropico 5,PC,2014.0,User_Count,351.0
217620,Tropico 5,X360,2014.0,User_Count,9.0
217621,Football Manager 2013,PC,2012.0,User_Count,228.0
217622,Two Worlds II,X360,2011.0,User_Count,140.0
217623,Two Worlds II,PS3,2011.0,User_Count,65.0
217624,Two Worlds II,PC,2011.0,User_Count,315.0
217625,LEGO The Hobbit,PS4,2014.0,User_Count,88.0
217626,LEGO The Hobbit,PS3,2014.0,User_Count,10.0
217627,LEGO The Hobbit,X360,2014.0,User_Count,11.0
217628,LEGO The Hobbit,XOne,2014.0,User_Count,36.0
217630,LEGO The Hobbit,WiiU,2014.0,User_Count,11.0
217631,LEGO The Hobbit,PSV,2014.0,User_Count,13.0
217633,LEGO Jurassic World,PS4,2015.0,User_Count,80.0
217634,LEGO Jurassic World,X360,2015.0,User_Count,14.0
217635,LEGO Jurassic World,PS3,2015.0,User_Count,14.0
217636,LEGO Jurassic World,XOne,2015.0,User_Count,44.0
217637,LEGO Jurassic World,3DS,2015.0,User_Count,11.0
217638,LEGO Jurassic World,WiiU,2015.0,User_Count,14.0
217639,LEGO Jurassic World,PSV,2015.0,User_Count,11.0
217640,LEGO Jurassic World,PC,2015.0,User_Count,31.0
217641,BioShock 2,X360,2010.0,User_Count,573.0
217642,BioShock 2,PS3,2010.0,User_Count,492.0
217643,BioShock 2,PC,,User_Count,1247.0
217644,Homeworld Remastered Collection,PC,,User_Count,324.0
217645,Dead Space 2,X360,2011.0,User_Count,679.0
217646,Dead Space 2,PS3,2011.0,User_Count,535.0
217647,Dead Space 2,PC,2011.0,User_Count,974.0
217648,Crysis,PC,2007.0,User_Count,1970.0
217649,Prey,X360,2006.0,User_Count,117.0
217651,F.E.A.R. 3,PS3,2011.0,User_Count,103.0
217652,F.E.A.R. 3,X360,2011.0,User_Count,139.0
217653,F.E.A.R. 3,PC,2011.0,User_Count,420.0
217654,F.E.A.R. Perseus Mandate,PC,2007.0,User_Count,106.0
217655,Fable III,X360,2010.0,User_Count,604.0
217656,Fable III,PC,2011.0,User_Count,555.0
217657,Football Manager 2011,PC,2010.0,User_Count,77.0
217658,Stronghold Kingdoms,PC,2011.0,User_Count,89.0
217659,Enclave,XB,2002.0,User_Count,13.0
217660,Football Manager 2012,PC,2011.0,User_Count,172.0
217662,Football Manager 2015,PC,2014.0,User_Count,151.0
217663,F1 2012,PS3,2012.0,User_Count,54.0
217664,F1 2012,X360,2012.0,User_Count,56.0
217665,F1 2012,PC,2012.0,User_Count,115.0
217666,Homefront,X360,2011.0,User_Count,399.0
217667,Homefront,PS3,2011.0,User_Count,174.0
217668,Homefront,PC,2011.0,User_Count,531.0
217669,Football Manager 2014,PC,2013.0,User_Count,275.0
217671,Football Manager 2016,PC,2015.0,User_Count,97.0
217672,Test Drive Unlimited 2,X360,,User_Count,87.0
217673,Test Drive Unlimited 2,PS3,,User_Count,44.0
217674,Test Drive Unlimited 2,PC,,User_Count,253.0
217675,Mortal Kombat X,PS4,2015.0,User_Count,836.0
217676,Mortal Kombat X,XOne,2015.0,User_Count,279.0
217677,Mortal Kombat X,PC,2015.0,User_Count,475.0
217678,Max Payne 3,PS3,2012.0,User_Count,790.0
217679,Max Payne 3,X360,2012.0,User_Count,869.0
217680,Max Payne 3,PC,2012.0,User_Count,2202.0
217681,Shovel Knight,3DS,2015.0,User_Count,225.0
217682,Shovel Knight,WiiU,2015.0,User_Count,280.0
217683,Shovel Knight,PS4,2015.0,User_Count,312.0
217684,The Last Remnant,X360,2008.0,User_Count,122.0
217685,The Last Remnant,PC,2009.0,User_Count,240.0
217686,The Evil Within,PS4,2014.0,User_Count,1223.0
217687,The Evil Within,PS3,2014.0,User_Count,193.0
217688,The Evil Within,XOne,2014.0,User_Count,430.0
217689,The Evil Within,X360,2014.0,User_Count,172.0
217690,The Evil Within,PC,2014.0,User_Count,721.0
217691,Rayman Legends,PS4,2014.0,User_Count,525.0
217692,Rayman Legends,WiiU,2013.0,User_Count,465.0
217693,Rayman Legends,PS3,2013.0,User_Count,310.0
217694,Rayman Legends,X360,2013.0,User_Count,217.0
217695,Rayman Legends,XOne,2014.0,User_Count,218.0
217696,Rayman Legends,PSV,2014.0,User_Count,159.0
217697,Guild Wars,PC,2005.0,User_Count,455.0
217698,Evolve,PS4,2015.0,User_Count,894.0
217699,Evolve,XOne,2015.0,User_Count,336.0
217700,Evolve,PC,2015.0,User_Count,969.0
217701,Far Cry,PC,2004.0,User_Count,724.0
217702,Risen,X360,2009.0,User_Count,77.0
217703,Risen,PC,2009.0,User_Count,676.0
217704,FlatOut 2,PS2,2006.0,User_Count,27.0
217705,FlatOut 2,XB,2006.0,User_Count,8.0
217706,Farming Simulator 2011,PC,2010.0,User_Count,23.0
217707,NBA 2K15,PS4,2014.0,User_Count,291.0
217708,NBA 2K15,XOne,2014.0,User_Count,101.0
217709,NBA 2K15,X360,2014.0,User_Count,40.0
217710,NBA 2K15,PS3,2014.0,User_Count,22.0
217711,NASCAR '14,X360,2014.0,User_Count,14.0
217712,NASCAR '14,PS3,2014.0,User_Count,20.0
217714,Legendary,X360,2008.0,User_Count,87.0
217715,Legendary,PS3,2008.0,User_Count,31.0
217716,Legendary,PC,2008.0,User_Count,104.0
217717,Supreme Commander 2,X360,2010.0,User_Count,23.0
217718,Supreme Commander 2,PC,2010.0,User_Count,803.0
217719,Supreme Commander,X360,2008.0,User_Count,19.0
217720,Supreme Commander,PC,2007.0,User_Count,263.0
217721,Football Manager 2010,PC,2009.0,User_Count,262.0
217722,The Darkness II,X360,2012.0,User_Count,219.0
217723,The Darkness II,PS3,2012.0,User_Count,127.0
217724,The Darkness II,PC,2012.0,User_Count,448.0
217725,Grand Theft Auto III,PS2,2001.0,User_Count,664.0
217726,Grand Theft Auto III,PC,2002.0,User_Count,805.0
217727,Assassin's Creed,X360,2007.0,User_Count,1074.0
217728,Assassin's Creed,PS3,2007.0,User_Count,769.0
217730,Majesty 2 Collection,PC,2011.0,User_Count,10.0
217732,Wasteland 2,PC,2015.0,User_Count,1170.0
217733,Wasteland 2,XOne,2015.0,User_Count,56.0
217734,Gothic 3,PC,2006.0,User_Count,519.0
217735,Dead Rising 2,X360,2010.0,User_Count,216.0
217736,Dead Rising 2,PS3,2010.0,User_Count,178.0
217737,Dead Rising 2,PC,2010.0,User_Count,211.0
217738,Dead Rising 2,PS4,2016.0,User_Count,8.0
217740,Rogue Warrior,PS3,2009.0,User_Count,66.0
217741,Rogue Warrior,X360,2009.0,User_Count,64.0
217744,Farming Simulator 2013,PC,2012.0,User_Count,111.0
217745,Farming Simulator 2013,X360,2013.0,User_Count,30.0
217746,Farming Simulator 2013,PS3,2013.0,User_Count,9.0
217747,GRID Autosport,PS3,2014.0,User_Count,62.0
