Unnamed: 0,Name,Platform,Year_of_Release,Variable,Value
150758,LEGO Jurassic World,X360,2015.0,Global_Sales,0.87
150759,LEGO Jurassic World,PS3,2015.0,Global_Sales,0.85
150760,LEGO Jurassic World,XOne,2015.0,Global_Sales,0.65
150761,LEGO Jurassic World,3DS,2015.0,Global_Sales,0.62
150762,LEGO Jurassic World,WiiU,2015.0,Global_Sales,0.52
150763,LEGO Jurassic World,PSV,2015.0,Global_Sales,0.22
150764,LEGO Jurassic World,PC,2015.0,Global_Sales,0.04
150765,BioShock 2,X360,2010.0,Global_Sales,2.2
150766,BioShock 2,PS3,2010.0,Global_Sales,1.54
150767,BioShock 2,PC,,Global_Sales,0.24
150768,Homeworld Remastered Collection,PC,,Global_Sales,0.01
150769,Dead Space 2,X360,2011.0,Global_Sales,1.51
150770,Dead Space 2,PS3,2011.0,Global_Sales,1.42
150771,Dead Space 2,PC,2011.0,Global_Sales,0.32
150772,Crysis,PC,2007.0,Global_Sales,0.71
150773,Prey,X360,2006.0,Global_Sales,0.32
150774,Prey,PC,2006.0,Global_Sales,0.03
150775,F.E.A.R. 3,PS3,2011.0,Global_Sales,0.45
150776,F.E.A.R. 3,X360,2011.0,Global_Sales,0.45
150777,F.E.A.R. 3,PC,2011.0,Global_Sales,0.15
150778,F.E.A.R. Perseus Mandate,PC,2007.0,Global_Sales,0.01
150779,Fable III,X360,2010.0,Global_Sales,5.1
150780,Fable III,PC,2011.0,Global_Sales,0.32
150781,Football Manager 2011,PC,2010.0,Global_Sales,1.26
150782,Stronghold Kingdoms,PC,2011.0,Global_Sales,0.11
150783,Enclave,XB,2002.0,Global_Sales,0.14
150784,Football Manager 2012,PC,2011.0,Global_Sales,1.51
150785,Football Manager 2012,PSP,2011.0,Global_Sales,0.13
150786,Football Manager 2015,PC,2014.0,Global_Sales,0.46
150787,F1 2012,PS3,2012.0,Global_Sales,1.03
150788,F1 2012,X360,2012.0,Global_Sales,0.49
150789,F1 2012,PC,2012.0,Global_Sales,0.15
150790,Homefront,X360,2011.0,Global_Sales,1.45
150791,Homefront,PS3,2011.0,Global_Sales,0.9
150792,Homefront,PC,2011.0,Global_Sales,0.24
150793,Football Manager 2014,PC,2013.0,Global_Sales,0.64
150794,Football Manager 2014,PSV,2013.0,Global_Sales,0.1
150795,Football Manager 2016,PC,2015.0,Global_Sales,0.35
150796,Test Drive Unlimited 2,X360,,Global_Sales,0.68
150797,Test Drive Unlimited 2,PS3,,Global_Sales,0.62
150798,Test Drive Unlimited 2,PC,,Global_Sales,0.19
150799,Mortal Kombat X,PS4,2015.0,Global_Sales,2.78
150800,Mortal Kombat X,XOne,2015.0,Global_Sales,1.38
150801,Mortal Kombat X,PC,2015.0,Global_Sales,0.05
150802,Max Payne 3,PS3,2012.0,Global_Sales,1.85
150803,Max Payne 3,X360,2012.0,Global_Sales,1.62
150804,Max Payne 3,PC,2012.0,Global_Sales,0.43
150805,Shovel Knight,3DS,2015.0,Global_Sales,0.14
150806,Shovel Knight,WiiU,2015.0,Global_Sales,0.1
150807,Shovel Knight,PS4,2015.0,Global_Sales,0.08
150808,The Last Remnant,X360,2008.0,Global_Sales,0.68
150809,The Last Remnant,PC,2009.0,Global_Sales,0.01
150810,The Evil Within,PS4,2014.0,Global_Sales,1.79
150811,The Evil Within,PS3,2014.0,Global_Sales,0.84
150812,The Evil Within,XOne,2014.0,Global_Sales,0.67
150813,The Evil Within,X360,2014.0,Global_Sales,0.46
150814,The Evil Within,PC,2014.0,Global_Sales,0.27
150815,Rayman Legends,PS4,2014.0,Global_Sales,1.01
150816,Rayman Legends,WiiU,2013.0,Global_Sales,0.66
150817,Rayman Legends,PS3,2013.0,Global_Sales,0.58
150818,Rayman Legends,X360,2013.0,Global_Sales,0.43
150819,Rayman Legends,XOne,2014.0,Global_Sales,0.34
150820,Rayman Legends,PSV,2014.0,Global_Sales,0.14
150821,Guild Wars,PC,2005.0,Global_Sales,0.03
150822,Evolve,PS4,2015.0,Global_Sales,0.96
150823,Evolve,XOne,2015.0,Global_Sales,0.64
150824,Evolve,PC,2015.0,Global_Sales,0.19
150825,Far Cry,PC,2004.0,Global_Sales,0.05
150826,Risen,X360,2009.0,Global_Sales,0.19
150827,Risen,PC,2009.0,Global_Sales,0.14
150828,FlatOut 2,PS2,2006.0,Global_Sales,0.16
150829,FlatOut 2,XB,2006.0,Global_Sales,0.04
150830,Farming Simulator 2011,PC,2010.0,Global_Sales,0.13
150831,NBA 2K15,PS4,2014.0,Global_Sales,2.45
150832,NBA 2K15,XOne,2014.0,Global_Sales,1.72
150833,NBA 2K15,X360,2014.0,Global_Sales,1.63
150834,NBA 2K15,PS3,2014.0,Global_Sales,1.34
150835,NASCAR '14,X360,2014.0,Global_Sales,0.17
150836,NASCAR '14,PS3,2014.0,Global_Sales,0.11
150837,Mortal Kombat Kollection,PS2,2008.0,Global_Sales,0.08
150838,Legendary,X360,2008.0,Global_Sales,0.26
150839,Legendary,PS3,2008.0,Global_Sales,0.13
150840,Legendary,PC,2008.0,Global_Sales,0.02
150841,Supreme Commander 2,X360,2010.0,Global_Sales,0.34
150842,Supreme Commander 2,PC,2010.0,Global_Sales,0.19
150843,Supreme Commander,X360,2008.0,Global_Sales,0.09
150844,Supreme Commander,PC,2007.0,Global_Sales,0.05
150845,Football Manager 2010,PC,2009.0,Global_Sales,0.07
150846,The Darkness II,X360,2012.0,Global_Sales,0.39
150847,The Darkness II,PS3,2012.0,Global_Sales,0.32
150848,The Darkness II,PC,2012.0,Global_Sales,0.14
150849,Grand Theft Auto III,PS2,2001.0,Global_Sales,13.1
