Unnamed: 0,Name,Platform,Year_of_Release,Variable,Value
84009,Dragon's Lair,DS,2010.0,NA_Sales,0.02
84010,Star Trek Online,PC,2010.0,NA_Sales,0.0
84011,Child of Light,PSV,2014.0,NA_Sales,0.0
84012,Child of Light,PS4,2014.0,NA_Sales,0.0
84013,Hearts of Iron III,PC,2009.0,NA_Sales,0.02
84014,Sengoku,PC,2011.0,NA_Sales,0.0
84015,Pro Evolution Soccer 2015,PS4,2014.0,NA_Sales,0.09
84016,Pro Evolution Soccer 2015,PS3,2014.0,NA_Sales,0.1
84017,Pro Evolution Soccer 2015,XOne,2014.0,NA_Sales,0.03
84018,Pro Evolution Soccer 2015,X360,2014.0,NA_Sales,0.05
84019,Pro Evolution Soccer 2015,PC,2014.0,NA_Sales,0.0
84020,Street Fighter IV,PS3,2009.0,NA_Sales,2.03
84021,Street Fighter IV,X360,2009.0,NA_Sales,1.82
84022,Street Fighter IV,PC,,NA_Sales,0.07
84023,Sid Meier's Railroads!,PC,2006.0,NA_Sales,0.01
84024,Bejeweled 2 Deluxe,PC,2006.0,NA_Sales,0.0
84025,Dead Rising 3,XOne,2013.0,NA_Sales,1.06
84026,Just Cause 3,PS4,2015.0,NA_Sales,0.47
84027,Just Cause 3,XOne,2015.0,NA_Sales,0.44
84028,Just Cause 3,PC,2015.0,NA_Sales,0.03
84029,X Rebirth,PC,2013.0,NA_Sales,0.0
84030,Way of the Samurai 4,PS3,2011.0,NA_Sales,0.0
84031,F1 2014,PS3,2014.0,NA_Sales,0.07
84032,F1 2014,X360,2014.0,NA_Sales,0.08
84033,F1 2014,PC,2014.0,NA_Sales,0.0
84034,Sniper Elite,PS2,2005.0,NA_Sales,0.1
84035,Sniper Elite,Wii,2010.0,NA_Sales,0.07
84036,Sniper Elite,XB,2005.0,NA_Sales,0.07
84037,Sniper Elite,PC,2005.0,NA_Sales,0.0
84038,Tom Clancy's EndWar,X360,2008.0,NA_Sales,0.58
84039,Tom Clancy's EndWar,PS3,2008.0,NA_Sales,0.33
84040,Tom Clancy's EndWar,PSP,2008.0,NA_Sales,0.1
84041,Tom Clancy's EndWar,DS,2008.0,NA_Sales,0.08
84042,Tom Clancy's EndWar,PC,2009.0,NA_Sales,0.0
84043,Fallout 3,X360,2008.0,NA_Sales,3.4
84044,Fallout 3,PS3,2008.0,NA_Sales,2.15
84045,Fallout 3,PC,2008.0,NA_Sales,0.02
