Unnamed: 0,Name,Platform,Year_of_Release,Variable,Value
100544,Sniper Elite V2,X360,2012.0,EU_Sales,0.28
100545,Sniper Elite V2,WiiU,2013.0,EU_Sales,0.02
100546,Stronghold 3,PC,2011.0,EU_Sales,0.1
100547,Mass Effect 2,X360,2010.0,EU_Sales,0.81
100548,Mass Effect 2,PS3,2011.0,EU_Sales,0.45
100549,Mass Effect 2,PC,2010.0,EU_Sales,0.32
100550,Borderlands,X360,2009.0,EU_Sales,0.71
100551,Borderlands,PS3,2009.0,EU_Sales,0.6
100552,Borderlands,PC,2009.0,EU_Sales,0.14
100553,EVE Online,PC,2003.0,EU_Sales,0.19
100554,DC Universe Online,PS3,2011.0,EU_Sales,0.11
100555,DC Universe Online,PC,2011.0,EU_Sales,0.06
100556,RIFT,PC,2011.0,EU_Sales,0.16
100557,Darksiders II,PS3,2012.0,EU_Sales,0.35
100558,Darksiders II,X360,2012.0,EU_Sales,0.27
100559,Darksiders II,PS4,2015.0,EU_Sales,0.1
100560,Darksiders II,PC,2012.0,EU_Sales,0.1
100561,Darksiders II,WiiU,2012.0,EU_Sales,0.07
100562,Darksiders II,XOne,2015.0,EU_Sales,0.02
100563,Anno 2070,PC,2011.0,EU_Sales,1.13
100564,Chessmaster,PS2,2003.0,EU_Sales,0.15
100565,Chessmaster,XB,2004.0,EU_Sales,0.03
100566,Chessmaster,GBA,2002.0,EU_Sales,0.01
100567,Might & Magic Heroes VI,PC,2011.0,EU_Sales,0.14
100568,Trapped Dead,PC,2011.0,EU_Sales,0.02
100569,Torchlight,PC,2009.0,EU_Sales,0.06
100570,Titan Quest,PC,2006.0,EU_Sales,0.04
100571,Duke Nukem Forever,X360,2011.0,EU_Sales,0.25
100572,Duke Nukem Forever,PS3,2011.0,EU_Sales,0.31
100573,Duke Nukem Forever,PC,2011.0,EU_Sales,0.17
100574,Company of Heroes 2,PC,2013.0,EU_Sales,0.25
100575,Battlefield 2,PC,2005.0,EU_Sales,0.07
100576,Men of War,PC,2009.0,EU_Sales,0.02
100577,Full Spectrum Warrior,XB,2004.0,EU_Sales,0.16
100578,Full Spectrum Warrior,PS2,2005.0,EU_Sales,0.11
100579,DiRT Rally,PS4,2016.0,EU_Sales,0.27
100580,DiRT Rally,XOne,2016.0,EU_Sales,0.08
100581,DiRT Rally,PC,2016.0,EU_Sales,0.03
100582,Defiance,X360,2013.0,EU_Sales,0.14
100583,Defiance,PS3,2013.0,EU_Sales,0.1
100584,Defiance,PC,2013.0,EU_Sales,0.04
100585,Tropico 5,PS4,2015.0,EU_Sales,0.16
100586,Tropico 5,PC,2014.0,EU_Sales,0.09
100587,Tropico 5,X360,2014.0,EU_Sales,0.02
100588,Football Manager 2013,PC,2012.0,EU_Sales,0.95
100589,Two Worlds II,X360,2011.0,EU_Sales,0.07
100590,Two Worlds II,PS3,2011.0,EU_Sales,0.1
100591,Two Worlds II,PC,2011.0,EU_Sales,0.09
100592,LEGO The Hobbit,PS4,2014.0,EU_Sales,0.38
100593,LEGO The Hobbit,PS3,2014.0,EU_Sales,0.27
100594,LEGO The Hobbit,X360,2014.0,EU_Sales,0.21
100595,LEGO The Hobbit,XOne,2014.0,EU_Sales,0.12
100596,LEGO The Hobbit,3DS,2014.0,EU_Sales,0.12
100597,LEGO The Hobbit,WiiU,2014.0,EU_Sales,0.11
100598,LEGO The Hobbit,PSV,2014.0,EU_Sales,0.09
100599,LEGO The Hobbit,PC,2014.0,EU_Sales,0.05
100600,LEGO Jurassic World,PS4,2015.0,EU_Sales,0.42
100601,LEGO Jurassic World,X360,2015.0,EU_Sales,0.32
100602,LEGO Jurassic World,PS3,2015.0,EU_Sales,0.36
100603,LEGO Jurassic World,XOne,2015.0,EU_Sales,0.22
100604,LEGO Jurassic World,3DS,2015.0,EU_Sales,0.23
100605,LEGO Jurassic World,WiiU,2015.0,EU_Sales,0.19
100606,LEGO Jurassic World,PSV,2015.0,EU_Sales,0.13
100607,LEGO Jurassic World,PC,2015.0,EU_Sales,0.04
100608,BioShock 2,X360,2010.0,EU_Sales,0.54
100609,BioShock 2,PS3,2010.0,EU_Sales,0.46
100610,BioShock 2,PC,,EU_Sales,0.19
100611,Homeworld Remastered Collection,PC,,EU_Sales,0.01
100612,Dead Space 2,X360,2011.0,EU_Sales,0.44
100613,Dead Space 2,PS3,2011.0,EU_Sales,0.48
100614,Dead Space 2,PC,2011.0,EU_Sales,0.15
100615,Crysis,PC,2007.0,EU_Sales,0.69
100616,Prey,X360,2006.0,EU_Sales,0.03
100617,Prey,PC,2006.0,EU_Sales,0.03
100618,F.E.A.R. 3,PS3,2011.0,EU_Sales,0.16
100619,F.E.A.R. 3,X360,2011.0,EU_Sales,0.11
100620,F.E.A.R. 3,PC,2011.0,EU_Sales,0.08
100621,F.E.A.R. Perseus Mandate,PC,2007.0,EU_Sales,0.0
100622,Fable III,X360,2010.0,EU_Sales,1.08
100623,Fable III,PC,2011.0,EU_Sales,0.17
100624,Football Manager 2011,PC,2010.0,EU_Sales,1.01
100625,Stronghold Kingdoms,PC,2011.0,EU_Sales,0.1
100626,Enclave,XB,2002.0,EU_Sales,0.03
100627,Football Manager 2012,PC,2011.0,EU_Sales,1.16
100628,Football Manager 2012,PSP,2011.0,EU_Sales,0.09
100629,Football Manager 2015,PC,2014.0,EU_Sales,0.44
100630,F1 2012,PS3,2012.0,EU_Sales,0.63
100631,F1 2012,X360,2012.0,EU_Sales,0.34
100632,F1 2012,PC,2012.0,EU_Sales,0.11
100633,Homefront,X360,2011.0,EU_Sales,0.48
100634,Homefront,PS3,2011.0,EU_Sales,0.39
100635,Homefront,PC,2011.0,EU_Sales,0.1
