Unnamed: 0,Name,Platform,Year_of_Release,Variable,Value
201138,Sacred Gold,PC,2005.0,User_Score,8.2
201139,Call of Duty 2,X360,2005.0,User_Score,8.1
201140,Call of Duty 2,PC,2005.0,User_Score,8.4
201141,F1 2013,PS3,2013.0,User_Score,6.3
201142,F1 2013,X360,2013.0,User_Score,6.6
201143,Devil May Cry 4,PS3,2008.0,User_Score,8.2
201144,Devil May Cry 4,X360,2008.0,User_Score,8
201146,Devil May Cry 4,PC,2008.0,User_Score,8.5
201147,Binary Domain,PS3,2012.0,User_Score,8.2
201148,Binary Domain,X360,2012.0,User_Score,8
201149,NBA 2K14,X360,2013.0,User_Score,4.9
201150,NBA 2K14,PS3,2013.0,User_Score,4.9
201151,NBA 2K14,PS4,2013.0,User_Score,6.5
201152,NBA 2K14,XOne,2013.0,User_Score,5.7
201153,Lost Planet 3,PS3,2013.0,User_Score,5.5
201154,Lost Planet 3,X360,2013.0,User_Score,5.8
201155,Lost Planet 3,PC,2013.0,User_Score,6.2
201156,Assetto Corsa,PS4,2016.0,User_Score,6.2
201157,Assetto Corsa,XOne,2016.0,User_Score,6.7
201158,Rocksmith,PS3,2011.0,User_Score,8.3
201159,Rocksmith,X360,2011.0,User_Score,8.2
201160,Rocksmith,PC,,User_Score,8.1
201161,Cities in Motion,PC,2011.0,User_Score,7.7
201162,The Cursed Crusade,PS3,2011.0,User_Score,5
201163,The Cursed Crusade,X360,2011.0,User_Score,4.4
